iter	Passed	Remaining
269	1537	4156
270	1539	4142
271	1545	4136
272	1547	4121
273	1551	4110
274	1559	4111
275	1561	4096
276	1564	4083
277	1571	4082
278	1577	4077
279	1579	4060
280	1580	4045
281	1583	4031
282	1585	4016
283	1589	4006
284	1596	4005
285	1598	3991
286	1607	3993
287	1612	3985
288	1616	3976
289	1618	3962
290	1623	3956
291	1631	3954
292	1639	3955
293	1648	3957
294	1654	3953
295	1664	3959
296	1666	3945
297	1670	3935
298	1674	3926
299	1678	3917
300	1687	3918
301	1692	3911
302	1698	3907
303	1705	3904
304	1717	3912
305	1720	3901
306	1728	3902
307	1733	3894
308	1736	3882
309	1748	3892
310	1770	3923
311	1773	3909
312	1774	3895
313	1776	3881
314	1781	3874
315	1799	3894
316	1801	3880
317	1806	3873
318	1809	3862
319	1811	3848
320	1813	3836
321	1822	3836
322	1830	3836
323	1832	3823
324	1839	3819
325	1843	3812
326	1850	3808
327	1853	3797
328	1857	3787
329	1863	3783
330	1866	3771
331	1873	3770
332	1879	3764
333	1882	3753
334	1883	3739
335	1885	3725
336	1892	3722
337	1893	3709
338	1898	3701
339	1901	3690
340	1904	3680
341	1909	3673
342	1911	3660
343	1914	3651
344	1916	3637
345	1919	3627
346	1924	3620
347	1925	3607
348	1927	3594
349	1930	3585
350	1933	3574
351	1935	3562
352	1939	3554
353	1941	3542
354	1944	3533
355	1947	3523
356	1949	3511
357	1951	3500
358	1955	3491
359	1958	3481
360	1962	3474
361	1968	3468
362	1969	3456
363	1973	3448
364	1974	3435
365	1976	3423
366	1978	3412
367	1982	3404
368	1984	3393
369	1985	3381
370	1989	3373
371	1993	3365
372	1998	3360
373	2001	3350
374	2004	3341
375	2006	3329
376	2007	3317
377	2011	3309
378	2012	3298
379	2014	3287
380	2016	3276
381	2021	3270
382	2023	3259
383	2025	3249
384	2027	3238
385	2033	3234
386	2035	3224
387	2040	3218
388	2042	3208
389	2043	3196
390	2045	3186
391	2049	3179
392	2052	3169
393	2054	3159
394	2056	3149
395	2058	3139
396	2059	3128
397	2064	3123
398	2066	3113
399	2070	3105
400	2071	3094
401	2073	3084
402	2077	3077
403	2082	3071
404	2086	3064
405	2088	3054
406	2090	3046
407	2093	3038
408	2095	3027
409	2097	3019
410	2105	3016
411	2107	3008
412	2110	2999
413	2112	2990
414	2114	2981
415	2119	2975
416	2123	2968
417	2125	2958
418	2128	2951
419	2131	2942
420	2134	2935
421	2135	2924
422	2136	2914
423	2138	2905
424	2140	2896
425	2142	2886
426	2146	2880
427	2153	2877
428	2156	2870
429	2158	2861
430	2163	2856
431	2168	2850
432	2169	2841
433	2172	2833
434	2173	2823
435	2175	2813
436	2179	2808
437	2180	2798
438	2183	2790
439	2184	2780
440	2187	2772
441	2190	2765
442	2193	2757
443	2196	2751
444	2200	2743
445	2202	2735
446	2203	2726
447	2206	2718
448	2207	2709
449	2212	2703
450	2213	2694
451	2215	2685
452	2216	2676
453	2221	2671
454	2223	2662
455	2225	2654
456	2226	2645
457	2228	2636
458	2231	2630
459	2233	2621
460	2235	2614
461	2237	2605
462	2240	2598
463	2251	2600
464	2254	2593
465	2258	2588
466	2260	2579
467	2265	2575
468	2268	2567
469	2270	2560
470	2272	2552
471	2274	2544
472	2277	2537
473	2278	2529
474	2287	2528
475	2291	2522
476	2293	2514
477	2297	2508
478	2300	2501
479	2302	2494
480	2304	2486
481	2306	2478
482	2307	2470
483	2312	2465
484	2314	2458
485	2316	2450
486	2321	2445
487	2327	2441
488	2330	2435
489	2332	2428
490	2336	2421
491	2337	2413
492	2340	2406
493	2342	2399
494	2344	2391
495	2346	2384
496	2351	2380
497	2353	2372
498	2355	2365
499	2358	2358
500	2359	2350
501	2362	2344
502	2364	2336
503	2366	2329
504	2369	2322
505	2370	2314
506	2373	2307
507	2379	2304
508	2380	2296
509	2382	2288
510	2386	2283
511	2388	2276
512	2390	2269
513	2393	2262
514	2395	2255
515	2396	2248
516	2398	2240
517	2403	2236
518	2405	2229
519	2406	2221
520	2411	2217
521	2413	2210
522	2417	2204
523	2418	2197
524	2421	2191
525	2423	2183
526	2425	2176
527	2428	2170
528	2433	2166
529	2436	2160
530	2441	2156
531	2445	2151
532	2455	2151
533	2457	2144
534	2458	2137
535	2460	2130
536	2463	2124
537	2467	2118
538	2469	2111
539	2471	2105
540	2474	2099
541	2476	2092
542	2479	2086
543	2480	2079
544	2484	2074
545	2485	2067
546	2488	2061
547	2490	2054
548	2492	2047
549	2493	2040
550	2495	2033
551	2498	2027
552	2500	2020
553	2504	2016
554	2505	2009
555	2508	2003
556	2510	1996
557	2514	1991
558	2515	1984
559	2519	1979
560	2521	1973
561	2526	1969
562	2529	1963
563	2532	1957
564	2534	1951
565	2536	1944
566	2538	1938
567	2540	1932
568	2544	1927
569	2546	1921
570	2548	1914
571	2549	1907
572	2556	1905
573	2559	1899
574	2560	1892
575	2562	1886
576	2567	1881
577	2570	1876
578	2572	1870
579	2574	1864
580	2576	1858
581	2577	1851
582	2580	1845
583	2582	1839
584	2584	1833
585	2586	1827
586	2588	1821
587	2591	1815
588	2593	1809
589	2596	1804
590	2654	1836
591	2657	1831
592	2663	1827
593	2665	1821
594	2687	1829
595	2688	1822
596	2692	1817
597	2695	1811
598	2696	1805
599	2698	1798
600	2703	1794
601	2705	1788
602	2706	1781
603	2709	1776
604	2711	1770
605	2713	1764
606	2716	1758
607	2718	1752
608	2720	1746
609	2721	1740
610	2727	1736
611	2730	1730
612	2731	1724
613	2735	1719
614	2739	1715
615	2741	1708
616	2742	1702
617	2743	1695
618	2745	1689
619	2747	1683
620	2751	1679
621	2754	1673
622	2757	1668
623	2763	1664
624	2764	1658
625	2770	1655
626	2772	1649
627	2773	1643
628	2775	1637
629	2777	1630
630	2778	1624
631	2779	1618
632	2781	1612
633	2783	1607
634	2786	1601
635	2790	1596
636	2791	1590
637	2793	1584
638	2799	1581
639	2801	1575
640	2803	1569
641	2808	1566
642	2812	1561
643	2813	1555
644	2814	1549
645	2821	1546
646	2827	1542
647	2829	1536
648	2830	1530
649	2833	1525
650	2835	1520
651	2836	1514
652	2842	1510
653	2843	1504
654	2846	1499
655	2847	1493
656	2848	1487
657	2849	1480
658	2850	1474
659	2852	1469
660	2855	1464
661	2856	1458
662	2857	1452
663	2859	1447
664	2862	1442
665	2864	1436
666	2866	1431
667	2868	1425
668	2870	1420
669	2872	1414
670	2873	1408
671	2876	1403
672	2878	1398
673	2881	1393
674	2882	1387
675	2883	1381
676	2884	1376
677	2885	1370
678	2887	1364
679	2888	1359
680	2891	1354
681	2892	1348
682	2894	1343
683	2896	1338
684	2900	1333
685	2902	1328
686	2904	1323
687	2905	1317
688	2913	1315
689	2915	1309
690	2916	1304
691	2921	1300
692	2927	1296
693	2928	1291
694	2932	1286
695	2935	1282
696	2937	1277
697	2940	1272
698	2942	1267
699	2946	1262
700	2949	1258
701	2951	1252
702	2952	1247
703	2957	1243
704	2961	1239
705	2962	1233
706	2968	1230
707	2971	1225
708	2972	1219
709	2974	1214
710	2975	1209
711	2979	1205
712	2981	1200
713	2983	1194
714	2985	1189
715	2986	1184
716	2988	1179
717	2990	1174
718	2992	1169
719	2994	1164
720	2995	1159
721	3000	1155
722	3007	1152
723	3009	1147
724	3010	1142
725	3019	1139
726	3020	1134
727	3025	1130
728	3029	1126
729	3033	1121
730	3036	1117
731	3039	1112
732	3042	1108
733	3049	1105
734	3056	1102
735	3061	1098
736	3062	1093
737	3064	1087
738	3067	1083
739	3069	1078
740	3073	1074
741	3074	1069
742	3076	1064
743	3079	1059
744	3081	1054
745	3083	1049
746	3085	1044
747	3088	1040
748	3090	1035
749	3094	1031
750	3096	1026
751	3098	1021
752	3100	1017
753	3101	1012
754	3104	1007
755	3106	1002
756	3109	998
757	3110	993
758	3111	988
759	3112	983
760	3117	979
761	3118	974
762	3121	969
763	3123	964
764	3129	961
765	3130	956
766	3132	951
767	3133	946
768	3134	941
769	3136	936
770	3139	932
771	3143	928
772	3147	924
773	3149	919
774	3151	915
775	3153	910
776	3157	906
777	3158	901
778	3160	896
779	3163	892
780	3164	887
781	3166	882
782	3167	877
783	3168	872
784	3172	868
785	3173	864
786	3175	859
787	3177	854
788	3179	850
789	3181	845
790	3184	841
791	3185	836
792	3186	831
793	3189	827
794	3198	824
795	3204	821
796	3206	816
797	3211	812
798	3213	808
799	3215	803
800	3217	799
801	3224	796
802	3226	791
803	3227	786
804	3229	782
805	3233	778
806	3240	775
807	3242	770
808	3243	765
809	3251	762
810	3253	758
811	3255	753
812	3257	749
813	3259	744
814	3262	740
815	3264	736
816	3265	731
817	3266	726
818	3268	722
819	3270	717
820	3272	713
821	3274	709
822	3276	704
823	3280	700
824	3281	696
825	3284	691
826	3286	687
827	3287	683
828	3291	678
829	3292	674
830	3294	669
831	3296	665
832	3299	661
833	3301	657
834	3302	652
835	3303	648
836	3312	645
837	3315	640
838	3336	640
839	3337	635
840	3342	631
841	3347	628
842	3354	624
843	3361	621
844	3363	616
845	3367	613
846	3370	608
847	3384	606
848	3394	603
849	3413	602
850	3419	598
851	3423	594
852	3427	590
853	3434	587
854	3438	583
855	3443	579
856	3446	575
857	3463	573
858	3467	569
859	3472	565
860	3485	562
861	3492	559
862	3498	555
863	3505	551
864	3519	549
865	3524	545
866	3528	541
867	3532	537
868	3534	532
869	3544	529
870	3548	525
871	3551	521
872	3553	516
873	3555	512
874	3557	508
875	3560	503
876	3563	499
877	3571	496
878	3572	491
879	3574	487
880	3576	483
881	3577	478
882	3581	474
883	3584	470
884	3586	466
885	3588	461
886	3589	457
887	3591	452
888	3594	448
889	3595	444
890	3598	440
891	3601	436
892	3603	431
893	3608	427
894	3609	423
895	3613	419
896	3615	415
897	3616	410
898	3618	406
899	3620	402
900	3622	398
901	3623	393
902	3631	390
903	3633	385
904	3635	381
905	3639	377
906	3641	373
907	3642	369
908	3647	365
909	3649	360
910	3650	356
911	3653	352
912	3654	348
913	3656	344
914	3658	339
915	3659	335
916	3670	332
917	3672	328
918	3674	323
919	3675	319
920	3677	315
921	3681	311
922	3682	307
923	3684	303
924	3685	298
925	3687	294
926	3688	290
927	3690	286
928	3692	282
929	3696	278
930	3698	274
931	3700	270
932	3703	265
933	3704	261
934	3710	257
935	3712	253
936	3715	249
937	3722	246
938	3724	241
939	3725	237
940	3727	233
941	3736	230
942	3737	225
943	3740	221
944	3742	217
945	3744	213
946	3749	209
947	3752	205
948	3753	201
949	3763	198
950	3779	194
951	3782	190
952	3784	186
953	3787	182
954	3791	178
955	3792	174
956	3809	171
957	3810	167
958	3811	162
959	3813	158
960	3815	154
961	3817	150
962	3819	146
963	3822	142
964	3824	138
965	3825	134
966	3826	130
967	3830	126
968	3832	122
969	3834	118
970	3836	114
971	3838	110
972	3840	106
973	3841	102
974	3846	98
975	3859	94
976	3861	90
977	3867	87
978	3869	82
979	3871	79
980	3874	75
981	3877	71
982	3882	67
983	3896	63
984	3899	59
985	3900	55
986	3902	51
987	3904	47
988	3910	43
989	3912	39
990	3914	35
991	3919	31
992	3920	27
993	3922	23
994	3924	19
995	3933	15
996	3935	11
997	3937	7
998	3938	3
999	3944	0
